t,q_W,q_US,n_W,n_US_star,bond,NFA,CA,VA,RES,cum_CA,cum_VA,cum_RES,accounting_line,Y_US,e_US
72.0,0.01276299810465723,0.016178210928325606,73.74841975373424,7.931775317325036,-0.8238371792927182,-0.010908171874113387,0.034704778646193854,-0.041794118193414984,6.938893903907228e-17,3.378487901145279,-3.4697928613683415,3.469446951953614e-17,-0.010908171874112825,5.298836250074463,5.631141317039713
73.0,0.012039905310293525,0.014530360223236763,77.38066352297051,9.359490737172637,-0.8139606385444706,-0.018301548797387795,0.03286319244710047,-0.040256569370374806,-6.938893903907228e-17,3.4113510935923794,-3.5100494307387162,-3.469446951953614e-17,-0.018301548797387247,5.452629995454551,5.8009255354192515
74.0,0.011359591775892268,0.013033397219553582,81.14558176966662,11.060265782836634,-0.803631777566382,-0.02600393154723024,0.030929918578921238,-0.03863230132876369,6.938893903907228e-18,3.442281012171301,-3.5486817320674797,-2.7755575615628914e-17,-0.02600393154722938,5.6125126223700565,5.977424487351843
75.0,0.010719533389692086,0.011675799047768875,85.04778166334296,13.086087859971109,-0.7929019472127594,-0.03401994412778278,0.028906500927983192,-0.03692251350853574,6.938893903907228e-18,3.471187513099284,-3.5856042455760155,-2.0816681711721685e-17,-0.034019944127782,5.7787090907319705,6.160884169592919
76.0,0.010117354076326069,0.01044662015991645,89.09223116739747,15.49838763292685,-0.7818256676257077,-0.042353788147587834,0.026795027823471252,-0.03512887184327637,6.938893903907228e-17,3.4979825409227554,-3.620733117419292,4.85722573273506e-17,-0.04235378814758701,5.9514525054008045,6.351559361105287
77.0,0.00955081738515725,0.009335503987663064,93.28420238473184,18.36964221719725,-0.7704596875174856,-0.051009173791450035,0.024598123067765827,-0.03325350871162805,2.0816681711721685e-17,3.5225806639905213,-3.65398662613092,6.938893903907228e-17,-0.051009173791449244,6.130984429585647,6.549713954552757
78.0,0.009017818307750863,0.008332687883861122,97.62917601925533,21.78525635873283,-0.7588617107814416,-0.05998928161159092,0.022318912951026455,-0.03129902077116725,-9.020562075079397e-17,3.544899576941548,-3.6852856469020874,-2.0816681711721685e-17,-0.059989281611589916,6.317555208797604,6.755621304128679
79.0,0.008516375841681011,0.007429001819775933,102.13274457403944,25.84573709182474,-0.7470894892460114,-0.06929667859970087,0.01996098522144296,-0.029268382209552985,7.28583859910259e-17,3.5648605621629907,-3.7145540291116403,5.204170427930421e-17,-0.06929667859969996,6.511424308040779,6.969564580516906
80.0,0.00804462537286255,0.006615861969614331,106.80046858189559,30.669260727007575,-0.735199496396541,-0.07893333268901001,0.01752831725904762,-0.02716497134835675,-6.938893903907228e-18,3.582388879422038,-3.741719000459997,4.5102810375396984e-17,-0.07893333268900933,6.712860658786728,7.1918371522457205
81.0,0.007600811784397746,0.005885259495563303,111.63772871728648,36.39466812446048,-0.7232458927252993,-0.08890059487490568,0.015025199260690202,-0.0249924614465858,-6.591949208711867e-17,3.5974140786827284,-3.766711461906583,-2.0816681711721685e-17,-0.08890059487490512,6.922143020357511,7.422742977778655
