date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,TIC_classification_vintage
2014-06-01,2008M01-2023M09,Middle East (reported/bridge),302.400000,0.0502434080,6018.700000,2012+ TIC classification
2014-06-01,2008M01-2023M09,Four Asian dragons,492.600000,0.0818449167,6018.700000,2012+ TIC classification
2014-06-01,2008M01-2023M09,Canada,66.200000,0.0109990530,6018.700000,2012+ TIC classification
2014-06-01,2008M01-2023M09,United Kingdom,161.700000,0.0268662668,6018.700000,2012+ TIC classification
2014-06-01,2008M01-2023M09,Mainland China,1268.400000,0.2107431837,6018.700000,2012+ TIC classification
2014-06-01,2008M01-2023M09,Japan,1219.300000,0.2025852759,6018.700000,2012+ TIC classification
2014-07-01,2008M01-2023M09,All other foreign,1529.200000,0.2547562723,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,EU-27 (identifiable),965.900000,0.1609136041,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,Middle East (reported/bridge),304.600000,0.0507446773,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,Four Asian dragons,491.200000,0.0818312065,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,Canada,66.300000,0.0110452137,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,United Kingdom,161.500000,0.0269050078,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,Mainland China,1264.900000,0.2107253523,6002.600000,2012+ TIC classification
2014-07-01,2008M01-2023M09,Japan,1219.000000,0.2030786659,6002.600000,2012+ TIC classification
2014-08-01,2008M01-2023M09,All other foreign,1532.800000,0.2525538786,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,EU-27 (identifiable),983.000000,0.1619653332,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,Middle East (reported/bridge),329.700000,0.0543234693,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,Four Asian dragons,496.600000,0.0818229750,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,Canada,64.900000,0.0106933368,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,United Kingdom,162.400000,0.0267580571,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,Mainland China,1269.700000,0.2092038489,6069.200000,2012+ TIC classification
2014-08-01,2008M01-2023M09,Japan,1230.100000,0.2026791010,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,All other foreign,1517.200000,0.2499835234,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,EU-27 (identifiable),1003.600000,0.1653595202,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,Middle East (reported/bridge),342.600000,0.0564489554,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,Four Asian dragons,495.400000,0.0816252554,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,Canada,64.600000,0.0106439069,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,United Kingdom,157.700000,0.0259836552,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,Mainland China,1266.300000,0.2086436433,6069.200000,2012+ TIC classification
2014-09-01,2008M01-2023M09,Japan,1221.800000,0.2013115402,6069.200000,2012+ TIC classification
2014-10-01,2008M01-2023M09,All other foreign,1511.600000,0.2493566480,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,EU-27 (identifiable),1002.500000,0.1653744639,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,Middle East (reported/bridge),351.100000,0.0579181788,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,Four Asian dragons,499.200000,0.0823490597,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,Canada,62.500000,0.0103101287,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,United Kingdom,160.000000,0.0263939294,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,Mainland China,1252.700000,0.2066479710,6062.000000,2012+ TIC classification
2014-10-01,2008M01-2023M09,Japan,1222.400000,0.2016496206,6062.000000,2012+ TIC classification
2014-11-01,2008M01-2023M09,All other foreign,1528.100000,0.2499018774,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,EU-27 (identifiable),1012.100000,0.1655164519,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,Middle East (reported/bridge),353.600000,0.0578269118,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,Four Asian dragons,501.700000,0.0820468372,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,Canada,64.100000,0.0104827631,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,United Kingdom,163.300000,0.0267056977,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,Mainland China,1250.400000,0.2044874730,6114.800000,2012+ TIC classification
2014-11-01,2008M01-2023M09,Japan,1241.500000,0.2030319880,6114.800000,2012+ TIC classification
2014-12-01,2008M01-2023M09,All other foreign,1512.600000,0.2456316986,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,EU-27 (identifiable),1040.900000,0.1690321533,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,Middle East (reported/bridge),355.300000,0.0576973043,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,Four Asian dragons,525.300000,0.0853036700,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,Canada,69.000000,0.0112049367,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,United Kingdom,179.700000,0.0291815525,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,Mainland China,1244.300000,0.2020623579,6158.000000,2012+ TIC classification
2014-12-01,2008M01-2023M09,Japan,1230.900000,0.1998863267,6158.000000,2012+ TIC classification
2015-01-01,2008M01-2023M09,All other foreign,1531.400000,0.2462572563,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,EU-27 (identifiable),1060.800000,0.1705822760,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,Middle East (reported/bridge),364.600000,0.0586296171,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,Four Asian dragons,516.700000,0.0830881052,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,Canada,69.700000,0.0112081303,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,United Kingdom,197.800000,0.0318072909,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,Mainland China,1239.100000,0.1992538633,6218.700000,2012+ TIC classification
2015-01-01,2008M01-2023M09,Japan,1238.600000,0.1991734607,6218.700000,2012+ TIC classification
2015-02-01,2008M01-2023M09,All other foreign,1528.200000,0.2479475614,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,EU-27 (identifiable),1052.100000,0.1707012363,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,Middle East (reported/bridge),366.500000,0.0594639322,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,Four Asian dragons,514.800000,0.0835253269,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,Canada,70.500000,0.0114384917,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,United Kingdom,183.200000,0.0297238537,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,Mainland China,1223.700000,0.1985430120,6163.400000,2012+ TIC classification
2015-02-01,2008M01-2023M09,Japan,1224.400000,0.1986565857,6163.400000,2012+ TIC classification
2015-03-01,2008M01-2023M09,All other foreign,1551.200000,0.2513041506,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,EU-27 (identifiable),983.500000,0.1593331821,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,Middle East (reported/bridge),362.200000,0.0586786767,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,Four Asian dragons,526.700000,0.0853287108,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,Canada,73.100000,0.0118426595,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,United Kingdom,190.200000,0.0308135956,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,Mainland China,1261.000000,0.2042899264,6172.600000,2012+ TIC classification
2015-03-01,2008M01-2023M09,Japan,1224.700000,0.1984090983,6172.600000,2012+ TIC classification
2015-04-01,2008M01-2023M09,All other foreign,1553.900000,0.2531647632,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,EU-27 (identifiable),951.400000,0.1550041545,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,Middle East (reported/bridge),360.600000,0.0587497353,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,Four Asian dragons,534.900000,0.0871470698,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,Canada,72.000000,0.0117303964,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,United Kingdom,185.800000,0.0302709396,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,Mainland China,1263.400000,0.2058358722,6137.900000,2012+ TIC classification
2015-04-01,2008M01-2023M09,Japan,1215.900000,0.1980970690,6137.900000,2012+ TIC classification
2015-05-01,2008M01-2023M09,All other foreign,1579.800000,0.2575145074,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,EU-27 (identifiable),902.000000,0.1470300580,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,Middle East (reported/bridge),361.600000,0.0589424268,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,Four Asian dragons,545.100000,0.0888537524,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,Canada,70.900000,0.0115570190,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,United Kingdom,190.200000,0.0310034557,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,Mainland China,1270.300000,0.2070646150,6134.800000,2012+ TIC classification
2015-05-01,2008M01-2023M09,Japan,1214.900000,0.1980341657,6134.800000,2012+ TIC classification
2015-06-01,2008M01-2023M09,All other foreign,1588.000000,0.2577503652,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,EU-27 (identifiable),923.700000,0.1499269599,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,Middle East (reported/bridge),360.400000,0.0584969972,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,Four Asian dragons,547.200000,0.0888167505,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,Canada,68.100000,0.0110534004,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,United Kingdom,205.300000,0.0333225126,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,Mainland China,1271.200000,0.2063301412,6161.000000,2012+ TIC classification
2015-06-01,2008M01-2023M09,Japan,1197.100000,0.1943028729,6161.000000,2012+ TIC classification
2015-07-01,2008M01-2023M09,All other foreign,1599.000000,0.2613855560,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,EU-27 (identifiable),875.900000,0.1431817439,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,Middle East (reported/bridge),358.000000,0.0585215941,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,Four Asian dragons,542.300000,0.0886487724,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,Canada,69.200000,0.0113119953,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,United Kingdom,203.400000,0.0332494197,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,Mainland China,1268.800000,0.2074083761,6117.400000,2012+ TIC classification
2015-07-01,2008M01-2023M09,Japan,1200.800000,0.1962925426,6117.400000,2012+ TIC classification
2015-08-01,2008M01-2023M09,All other foreign,1609.600000,0.2638861565,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,EU-27 (identifiable),839.200000,0.1375827923,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,Middle East (reported/bridge),349.500000,0.0572988393,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,Four Asian dragons,553.800000,0.0907928389,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,Canada,66.800000,0.0109515378,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,United Kingdom,213.200000,0.0349531117,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,Mainland China,1270.500000,0.2082923470,6099.600000,2012+ TIC classification
2015-08-01,2008M01-2023M09,Japan,1197.000000,0.1962423765,6099.600000,2012+ TIC classification
2015-09-01,2008M01-2023M09,All other foreign,1602.900000,0.2625982962,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,EU-27 (identifiable),877.200000,0.1437090433,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,Middle East (reported/bridge),346.700000,0.0567988204,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,Four Asian dragons,569.000000,0.0932175623,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,Canada,69.200000,0.0113368283,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,United Kingdom,203.900000,0.0334043250,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,Mainland China,1258.000000,0.2060943644,6104.000000,2012+ TIC classification
2015-09-01,2008M01-2023M09,Japan,1177.100000,0.1928407602,6104.000000,2012+ TIC classification
2015-10-01,2008M01-2023M09,All other foreign,1587.300000,0.2625676145,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,EU-27 (identifiable),892.000000,0.1475526442,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,Middle East (reported/bridge),338.800000,0.0560435380,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,Four Asian dragons,555.800000,0.0919391924,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,Canada,66.800000,0.0110499065,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,United Kingdom,200.600000,0.0331828032,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,Mainland China,1254.800000,0.2075662085,6045.300000,2012+ TIC classification
2015-10-01,2008M01-2023M09,Japan,1149.200000,0.1900980927,6045.300000,2012+ TIC classification
2015-11-01,2008M01-2023M09,All other foreign,1617.200000,0.2641016429,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,EU-27 (identifiable),926.300000,0.1512721691,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,Middle East (reported/bridge),342.800000,0.0559819708,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,Four Asian dragons,554.900000,0.0906195904,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,Canada,68.300000,0.0111539341,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,United Kingdom,204.500000,0.0333964791,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,Mainland China,1264.500000,0.2065029232,6123.400000,2012+ TIC classification
2015-11-01,2008M01-2023M09,Japan,1144.900000,0.1869712905,6123.400000,2012+ TIC classification
2015-12-01,2008M01-2023M09,All other foreign,1657.400000,0.2697503336,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,EU-27 (identifiable),930.500000,0.1514436379,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,Middle East (reported/bridge),344.600000,0.0560854139,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,Four Asian dragons,563.700000,0.0917450604,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,Canada,72.400000,0.0117834706,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,United Kingdom,207.100000,0.0337065851,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,Mainland China,1246.100000,0.2028091533,6144.200000,2012+ TIC classification
2015-12-01,2008M01-2023M09,Japan,1122.400000,0.1826763452,6144.200000,2012+ TIC classification
2016-01-01,2008M01-2023M09,All other foreign,1672.300000,0.2704936594,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,EU-27 (identifiable),957.300000,0.1548427795,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,Middle East (reported/bridge),338.000000,0.0546713251,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,Four Asian dragons,572.900000,0.0926662785,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,Canada,70.700000,0.0114356884,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,United Kingdom,209.600000,0.0339026915,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,Mainland China,1238.000000,0.2002458592,6182.400000,2012+ TIC classification
2016-01-01,2008M01-2023M09,Japan,1123.600000,0.1817417184,6182.400000,2012+ TIC classification
2016-02-01,2008M01-2023M09,All other foreign,1662.900000,0.2664263398,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,EU-27 (identifiable),997.200000,0.1597692862,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,Middle East (reported/bridge),322.000000,0.0515901626,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,Four Asian dragons,573.900000,0.0919490507,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,Canada,69.400000,0.0111191220,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,United Kingdom,230.600000,0.0369462469,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,Mainland China,1252.300000,0.2006408716,6241.500000,2012+ TIC classification
2016-02-01,2008M01-2023M09,Japan,1133.200000,0.1815589201,6241.500000,2012+ TIC classification
2016-03-01,2008M01-2023M09,All other foreign,1668.900000,0.2655623449,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,EU-27 (identifiable),1028.300000,0.1636273948,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,Middle East (reported/bridge),318.700000,0.0507128763,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,Four Asian dragons,578.800000,0.0921010757,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,Canada,81.500000,0.0129686207,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,United Kingdom,226.500000,0.0360416269,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,Mainland China,1244.600000,0.1980459551,6284.400000,2012+ TIC classification
2016-03-01,2008M01-2023M09,Japan,1137.100000,0.1809401057,6284.400000,2012+ TIC classification
2016-04-01,2008M01-2023M09,All other foreign,1643.800000,0.2635688746,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,EU-27 (identifiable),1016.800000,0.1630349383,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,Middle East (reported/bridge),320.100000,0.0513252201,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,Four Asian dragons,572.100000,0.0917312040,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,Canada,81.900000,0.0131319448,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,United Kingdom,216.400000,0.0346978370,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,Mainland China,1242.800000,0.1992720509,6236.700000,2012+ TIC classification
2016-04-01,2008M01-2023M09,Japan,1142.800000,0.1832379303,6236.700000,2012+ TIC classification
2016-05-01,2008M01-2023M09,All other foreign,1643.400000,0.2647101461,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,EU-27 (identifiable),1023.800000,0.1649082680,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,Middle East (reported/bridge),307.000000,0.0494499299,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,Four Asian dragons,563.200000,0.0907172656,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,Canada,76.600000,0.0123383213,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,United Kingdom,217.100000,0.0349693153,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,Mainland China,1244.000000,0.2003769148,6208.300000,2012+ TIC classification
2016-05-01,2008M01-2023M09,Japan,1133.200000,0.1825298391,6208.300000,2012+ TIC classification
2016-06-01,2008M01-2023M09,All other foreign,1657.600000,0.2639868771,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,EU-27 (identifiable),1039.500000,0.1655492029,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,Middle East (reported/bridge),315.000000,0.0501664251,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,Four Asian dragons,562.400000,0.0895669762,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,Canada,85.300000,0.0135847494,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,United Kingdom,231.400000,0.0368524152,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,Mainland China,1240.800000,0.1976079374,6279.100000,2012+ TIC classification
2016-06-01,2008M01-2023M09,Japan,1147.100000,0.1826854167,6279.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,All other foreign,1651.700000,0.2643523631,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,EU-27 (identifiable),1043.500000,0.1670107713,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,Middle East (reported/bridge),317.100000,0.0507514284,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,Four Asian dragons,571.100000,0.0914037868,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,Canada,81.300000,0.0130119556,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,United Kingdom,210.000000,0.0336102175,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,Mainland China,1218.800000,0.1950673005,6248.100000,2012+ TIC classification
2016-07-01,2008M01-2023M09,Japan,1154.600000,0.1847921768,6248.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,All other foreign,1644.700000,0.2653983315,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,EU-27 (identifiable),1053.500000,0.1699988704,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,Middle East (reported/bridge),305.400000,0.0492811154,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,Four Asian dragons,577.600000,0.0932048862,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,Canada,81.900000,0.0132158590,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,United Kingdom,204.900000,0.0330638524,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,Mainland China,1185.100000,0.1912346097,6197.100000,2012+ TIC classification
2016-08-01,2008M01-2023M09,Japan,1144.000000,0.1846024754,6197.100000,2012+ TIC classification
2016-09-01,2008M01-2023M09,All other foreign,1637.100000,0.2659399925,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,EU-27 (identifiable),1048.000000,0.1702431813,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,Middle East (reported/bridge),305.800000,0.0496759207,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,Four Asian dragons,569.000000,0.0924316509,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,Canada,85.000000,0.0138078916,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,United Kingdom,217.600000,0.0353482025,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,Mainland China,1157.000000,0.1879497718,6155.900000,2012+ TIC classification
2016-09-01,2008M01-2023M09,Japan,1136.400000,0.1846033886,6155.900000,2012+ TIC classification
2016-10-01,2008M01-2023M09,All other foreign,1637.400000,0.2709312330,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,EU-27 (identifiable),998.600000,0.1652326428,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,Middle East (reported/bridge),310.500000,0.0513766629,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,Four Asian dragons,560.800000,0.0927923754,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,Canada,81.400000,0.0134687934,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,United Kingdom,207.300000,0.0343007479,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,Mainland China,1115.700000,0.1846085115,6043.600000,2012+ TIC classification
2016-10-01,2008M01-2023M09,Japan,1131.900000,0.1872890330,6043.600000,2012+ TIC classification
2016-11-01,2008M01-2023M09,All other foreign,1641.200000,0.2756929279,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,EU-27 (identifiable),999.600000,0.1679153368,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,Middle East (reported/bridge),306.800000,0.0515370401,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,Four Asian dragons,550.500000,0.0924743827,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,Canada,81.200000,0.0136401814,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,United Kingdom,215.800000,0.0362506299,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,Mainland China,1049.300000,0.1762640685,5953.000000,2012+ TIC classification
2016-11-01,2008M01-2023M09,Japan,1108.600000,0.1862254326,5953.000000,2012+ TIC classification
2016-12-01,2008M01-2023M09,All other foreign,1651.100000,0.2750549743,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,EU-27 (identifiable),1015.200000,0.1691210768,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,Middle East (reported/bridge),311.100000,0.0518258146,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,Four Asian dragons,576.100000,0.0959718798,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,Canada,82.900000,0.0138102219,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,United Kingdom,217.200000,0.0361831145,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,Mainland China,1058.400000,0.1763177184,6002.800000,2012+ TIC classification
2016-12-01,2008M01-2023M09,Japan,1090.800000,0.1817151996,6002.800000,2012+ TIC classification
2017-01-01,2008M01-2023M09,All other foreign,1629.900000,0.2739696094,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,EU-27 (identifiable),979.200000,0.1645935588,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,Middle East (reported/bridge),320.500000,0.0538727896,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,Four Asian dragons,571.900000,0.0961305722,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,Canada,80.000000,0.0134471862,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,United Kingdom,214.100000,0.0359880320,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,Mainland China,1051.100000,0.1766792174,5949.200000,2012+ TIC classification
2017-01-01,2008M01-2023M09,Japan,1102.500000,0.1853190345,5949.200000,2012+ TIC classification
2017-02-01,2008M01-2023M09,All other foreign,1638.600000,0.2725322245,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,EU-27 (identifiable),989.300000,0.1645405405,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,Middle East (reported/bridge),324.800000,0.0540207900,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,Four Asian dragons,585.000000,0.0972972973,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,Canada,81.900000,0.0136216216,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,United Kingdom,217.500000,0.0361746362,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,Mainland China,1059.700000,0.1762494802,6012.500000,2012+ TIC classification
2017-02-01,2008M01-2023M09,Japan,1115.700000,0.1855634096,6012.500000,2012+ TIC classification
2017-03-01,2008M01-2023M09,All other foreign,1636.700000,0.2694023340,6075.300000,2012+ TIC classification
2017-03-01,2008M01-2023M09,EU-27 (identifiable),1007.000000,0.1657531315,6075.300000,2012+ TIC classification
