date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,TIC_classification_vintage
2017-03-01,2008M01-2023M09,Middle East (reported/bridge),337.900000,0.0556186526,6075.300000,2012+ TIC classification
2017-03-01,2008M01-2023M09,Four Asian dragons,579.100000,0.0953203957,6075.300000,2012+ TIC classification
2017-03-01,2008M01-2023M09,Canada,77.500000,0.0127565717,6075.300000,2012+ TIC classification
2017-03-01,2008M01-2023M09,United Kingdom,228.300000,0.0375783912,6075.300000,2012+ TIC classification
2017-03-01,2008M01-2023M09,Mainland China,1088.100000,0.1791022666,6075.300000,2012+ TIC classification
2017-03-01,2008M01-2023M09,Japan,1120.700000,0.1844682567,6075.300000,2012+ TIC classification
2017-04-01,2008M01-2023M09,All other foreign,1664.500000,0.2746473063,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,EU-27 (identifiable),967.800000,0.1596897946,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,Middle East (reported/bridge),334.000000,0.0551109644,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,Four Asian dragons,583.200000,0.0962296840,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,Canada,80.400000,0.0132662322,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,United Kingdom,231.500000,0.0381981685,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,Mainland China,1092.200000,0.1802161538,6060.500000,2012+ TIC classification
2017-04-01,2008M01-2023M09,Japan,1106.900000,0.1826416962,6060.500000,2012+ TIC classification
2017-05-01,2008M01-2023M09,All other foreign,1688.300000,0.2763898893,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,EU-27 (identifiable),967.400000,0.1583720778,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,Middle East (reported/bridge),336.700000,0.0551208172,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,Four Asian dragons,585.800000,0.0959007269,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,Canada,80.100000,0.0131130902,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,United Kingdom,236.400000,0.0387008054,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,Mainland China,1102.200000,0.1804400498,6108.400000,2012+ TIC classification
2017-05-01,2008M01-2023M09,Japan,1111.500000,0.1819625434,6108.400000,2012+ TIC classification
2017-06-01,2008M01-2023M09,All other foreign,1684.300000,0.2737853346,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,EU-27 (identifiable),974.200000,0.1583575806,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,Middle East (reported/bridge),353.900000,0.0575269429,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,Four Asian dragons,590.200000,0.0959378403,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,Canada,76.500000,0.0124351826,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,United Kingdom,236.000000,0.0383621320,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,Mainland China,1146.500000,0.1863651880,6151.900000,2012+ TIC classification
2017-06-01,2008M01-2023M09,Japan,1090.300000,0.1772297989,6151.900000,2012+ TIC classification
2017-07-01,2008M01-2023M09,All other foreign,1701.100000,0.2730409939,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,EU-27 (identifiable),999.500000,0.1604282367,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,Middle East (reported/bridge),353.300000,0.0567076498,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,Four Asian dragons,591.000000,0.0948605181,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,Canada,75.500000,0.0121183911,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,United Kingdom,229.600000,0.0368527495,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,Mainland China,1166.900000,0.1872973580,6230.200000,2012+ TIC classification
2017-07-01,2008M01-2023M09,Japan,1113.300000,0.1786941029,6230.200000,2012+ TIC classification
2017-08-01,2008M01-2023M09,All other foreign,1714.000000,0.2742663296,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,EU-27 (identifiable),990.900000,0.1585592217,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,Middle East (reported/bridge),351.700000,0.0562774026,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,Four Asian dragons,590.800000,0.0945370756,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,Canada,73.600000,0.0117771306,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,United Kingdom,225.000000,0.0360034563,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,Mainland China,1201.700000,0.1922904599,6249.400000,2012+ TIC classification
2017-08-01,2008M01-2023M09,Japan,1101.700000,0.1762889237,6249.400000,2012+ TIC classification
2017-09-01,2008M01-2023M09,All other foreign,1754.600000,0.2784239674,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,EU-27 (identifiable),1004.500000,0.1593963725,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,Middle East (reported/bridge),354.300000,0.0562211397,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,Four Asian dragons,597.800000,0.0948602802,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,Canada,75.000000,0.0119011727,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,United Kingdom,237.400000,0.0376711785,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,Mainland China,1182.300000,0.1876100858,6301.900000,2012+ TIC classification
2017-09-01,2008M01-2023M09,Japan,1096.000000,0.1739158032,6301.900000,2012+ TIC classification
2017-10-01,2008M01-2023M09,All other foreign,1748.100000,0.2764187790,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,EU-27 (identifiable),1015.800000,0.1606236461,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,Middle East (reported/bridge),368.600000,0.0582849734,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,Four Asian dragons,604.500000,0.0955867238,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,Canada,78.000000,0.0123337708,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,United Kingdom,225.900000,0.0357204978,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,Mainland China,1189.200000,0.1880425673,6324.100000,2012+ TIC classification
2017-10-01,2008M01-2023M09,Japan,1094.000000,0.1729890419,6324.100000,2012+ TIC classification
2017-11-01,2008M01-2023M09,All other foreign,1734.400000,0.2750309219,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,EU-27 (identifiable),1026.400000,0.1627604580,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,Middle East (reported/bridge),367.300000,0.0582442675,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,Four Asian dragons,597.500000,0.0947480258,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,Canada,82.400000,0.0130665060,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,United Kingdom,237.500000,0.0376613491,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,Mainland China,1176.600000,0.1865782880,6306.200000,2012+ TIC classification
2017-11-01,2008M01-2023M09,Japan,1084.100000,0.1719101836,6306.200000,2012+ TIC classification
2017-12-01,2008M01-2023M09,All other foreign,1643.100000,0.2645339945,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,EU-27 (identifiable),1032.600000,0.1662453915,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,Middle East (reported/bridge),356.200000,0.0573470932,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,Four Asian dragons,596.900000,0.0960990453,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,Canada,86.100000,0.0138618325,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,United Kingdom,249.900000,0.0402331235,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,Mainland China,1184.900000,0.1907652182,6211.300000,2012+ TIC classification
2017-12-01,2008M01-2023M09,Japan,1061.600000,0.1709143014,6211.300000,2012+ TIC classification
2018-01-01,2008M01-2023M09,All other foreign,1696.700000,0.2738998483,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,EU-27 (identifiable),1041.300000,0.1680980209,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,Middle East (reported/bridge),298.900000,0.0482517031,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,Four Asian dragons,594.100000,0.0959061118,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,Canada,86.100000,0.0138992025,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,United Kingdom,243.300000,0.0392761437,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,Mainland China,1168.200000,0.1885836051,6194.600000,2012+ TIC classification
2018-01-01,2008M01-2023M09,Japan,1066.000000,0.1720853647,6194.600000,2012+ TIC classification
2018-02-01,2008M01-2023M09,All other foreign,1713.100000,0.2753427520,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,EU-27 (identifiable),1033.400000,0.1660960831,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,Middle East (reported/bridge),312.100000,0.0501631387,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,Four Asian dragons,586.600000,0.0942829130,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,Canada,89.100000,0.0143208448,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,United Kingdom,250.600000,0.0402783805,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,Mainland China,1176.700000,0.1891283733,6221.700000,2012+ TIC classification
2018-02-01,2008M01-2023M09,Japan,1060.100000,0.1703875147,6221.700000,2012+ TIC classification
2018-03-01,2008M01-2023M09,All other foreign,1694.200000,0.2722306135,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,EU-27 (identifiable),1041.600000,0.1673683196,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,Middle East (reported/bridge),314.100000,0.0504708037,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,Four Asian dragons,584.800000,0.0939679275,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,Canada,93.000000,0.0149436000,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,United Kingdom,263.600000,0.0423562683,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,Mainland China,1187.700000,0.1908442331,6223.400000,2012+ TIC classification
2018-03-01,2008M01-2023M09,Japan,1044.400000,0.1678182344,6223.400000,2012+ TIC classification
2018-04-01,2008M01-2023M09,All other foreign,1658.700000,0.2683980583,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,EU-27 (identifiable),1036.800000,0.1677669903,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,Middle East (reported/bridge),333.900000,0.0540291262,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,Four Asian dragons,584.900000,0.0946440129,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,Canada,89.400000,0.0144660194,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,United Kingdom,262.600000,0.0424919094,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,Mainland China,1181.900000,0.1912459547,6180.000000,2012+ TIC classification
2018-04-01,2008M01-2023M09,Japan,1031.800000,0.1669579288,6180.000000,2012+ TIC classification
2018-05-01,2008M01-2023M09,All other foreign,1652.700000,0.2659168799,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,EU-27 (identifiable),1050.500000,0.1690238291,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,Middle East (reported/bridge),337.800000,0.0543514988,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,Four Asian dragons,580.400000,0.0933854644,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,Canada,96.700000,0.0155588808,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,United Kingdom,265.000000,0.0426380911,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,Mainland China,1183.100000,0.1903589645,6215.100000,2012+ TIC classification
2018-05-01,2008M01-2023M09,Japan,1048.900000,0.1687663915,6215.100000,2012+ TIC classification
2018-06-01,2008M01-2023M09,All other foreign,1633.700000,0.2624417671,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,EU-27 (identifiable),1062.000000,0.1706024096,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,Middle East (reported/bridge),341.900000,0.0549236948,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,Four Asian dragons,587.200000,0.0943293173,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,Canada,102.300000,0.0164337349,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,United Kingdom,274.200000,0.0440481928,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,Mainland China,1191.200000,0.1913574297,6225.000000,2012+ TIC classification
2018-06-01,2008M01-2023M09,Japan,1032.500000,0.1658634538,6225.000000,2012+ TIC classification
2018-07-01,2008M01-2023M09,All other foreign,1656.300000,0.2648215656,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,EU-27 (identifiable),1080.500000,0.1727583781,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,Middle East (reported/bridge),348.000000,0.0556408289,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,Four Asian dragons,595.300000,0.0951809926,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,Canada,96.100000,0.0153651829,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,United Kingdom,271.700000,0.0434414172,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,Mainland China,1171.000000,0.1872281914,6254.400000,2012+ TIC classification
2018-07-01,2008M01-2023M09,Japan,1035.500000,0.1655634433,6254.400000,2012+ TIC classification
2018-08-01,2008M01-2023M09,All other foreign,1668.400000,0.2657280285,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,EU-27 (identifiable),1097.000000,0.1747204791,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,Middle East (reported/bridge),352.900000,0.0562067977,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,Four Asian dragons,596.500000,0.0950052559,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,Canada,96.200000,0.0153218870,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,United Kingdom,272.600000,0.0434173223,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,Mainland China,1165.100000,0.1855668461,6278.600000,2012+ TIC classification
2018-08-01,2008M01-2023M09,Japan,1029.900000,0.1640333832,6278.600000,2012+ TIC classification
2018-09-01,2008M01-2023M09,All other foreign,1640.200000,0.2634478549,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,EU-27 (identifiable),1070.300000,0.1719108884,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,Middle East (reported/bridge),361.500000,0.0580638944,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,Four Asian dragons,604.100000,0.0970301483,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,Canada,94.100000,0.0151142807,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,United Kingdom,276.300000,0.0443791259,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,Mainland China,1151.400000,0.1849371175,6225.900000,2012+ TIC classification
2018-09-01,2008M01-2023M09,Japan,1028.000000,0.1651166900,6225.900000,2012+ TIC classification
2018-10-01,2008M01-2023M09,All other foreign,1642.700000,0.2649387933,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,EU-27 (identifiable),1087.200000,0.1753463542,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,Middle East (reported/bridge),355.700000,0.0573681919,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,Four Asian dragons,591.500000,0.0953986097,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,Canada,101.900000,0.0164346886,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,United Kingdom,263.900000,0.0425624567,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,Mainland China,1138.900000,0.1836846604,6200.300000,2012+ TIC classification
2018-10-01,2008M01-2023M09,Japan,1018.500000,0.1642662452,6200.300000,2012+ TIC classification
2018-11-01,2008M01-2023M09,All other foreign,1633.600000,0.2634881208,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,EU-27 (identifiable),1107.100000,0.1785673962,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,Middle East (reported/bridge),352.400000,0.0568396264,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,Four Asian dragons,583.600000,0.0941305505,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,Canada,106.300000,0.0171454378,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,United Kingdom,258.900000,0.0417587380,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,Mainland China,1121.400000,0.1808738851,6199.900000,2012+ TIC classification
2018-11-01,2008M01-2023M09,Japan,1036.600000,0.1671962451,6199.900000,2012+ TIC classification
