t,home_equity,foreign_liability,bond_position,nfa_sum,NFA,A_US,Q_US,V_agg,B_agg,NFA_fund,NFA_bubble,NFA_b_cf,DeltaNFA,DeltaA,DeltaV,DeltaB,e_US
81.0,0.8485373640177497,-0.21419206616735612,-0.7232458927252993,-0.08890059487490565,-0.08890059310191933,3.7113714888893274,3.8002720819912468,3.8002720841142428,-2.122996001219235e-9,-0.08890059522491534,2.122996001219235e-9,0.45833490725364,-0.5472355003555593,-4.349195457958032,3.8019599554794765,2.122996001219235e-9,7.422742977778655
82.0,0.8379268312767203,-0.2258464115959292,-0.7112796273845059,-0.09919920770371482,-0.0991992057038602,3.8312985081509856,3.930497713854846,3.9304977174925,-3.6376541778793126e-9,-0.09919920934151438,3.6376541778793126e-9,0.4706702203208346,-0.5698694260246948,-4.638054064174937,4.068184634512588,3.6376541778793126e-9,7.662597016301971
83.0,0.8273558750050151,-0.23783774590165951,-0.699347478388317,-0.10982934928496146,-0.10982934928496135,3.9558628298689937,4.065692179153955,4.065692184484416,-5.330460517427582e-9,-0.10982935461542187,5.330460517427582e-9,0.4830854644621727,-0.5929148137471341,-4.9445265835267405,4.351611764449146,5.330460517427582e-9,7.9117256597379875
84.0,0.8168369923934122,-0.2501358299053632,-0.6874917683901902,-0.12079060590214119,-0.12079060588172208,4.085233584913389,4.2060241907951115,4.206024200085435,-9.290323177424398e-9,-0.12079061517204526,9.290323177424398e-9,0.4955632404410757,-0.6163538463227978,-5.269601128959382,4.653247273346261,9.290323177424398e-9,8.170467169826779
85.0,0.8063775799150972,-0.26270983171758094,-0.6757498083560161,-0.13208206015849977,-0.13208206011400758,4.219586075495633,4.351668135609641,4.351668151856623,-1.6246982426082468e-8,-0.13208207636099,1.6246982426082468e-8,0.5080859426307747,-0.6401680027447822,-5.614320938101129,4.974152919109365,1.6246982426082468e-8,8.439172150991267
86.0,0.7959803702665402,-0.27552884821424456,-0.6641538317995227,-0.14370230974722709,-0.1437023096970309,4.359102014268443,4.502804323965474,4.502804352446566,-2.8481092151366738e-8,-0.14370233817812306,2.8481092151366738e-8,0.5206359172973993,-0.6643382269944302,-5.979790121962389,5.315451866486867,2.8481092151366738e-8,8.718204028536887
87.0,0.7856438344514892,-0.2885625535710269,-0.6527308085959082,-0.15564952771544582,-0.15564952765733775,4.503969776013819,4.659619303671157,4.659619353780756,-5.010959913676061e-8,-0.1556495777669369,5.010959913676061e-8,0.5331955714840149,-0.6888450991413526,-6.367177384635352,5.6783322353844,5.010959913676061e-8,9.007939552027638
88.0,0.7753628851732137,-0.3017814020766967,-0.6415029136841136,-0.16792143058759657,-0.1679214305230614,4.654384651732226,4.822306082255287,4.822306170688188,-8.843290100202239e-8,-0.1679215189559624,8.843290100202239e-8,0.5457475204472555,-0.7136689509703169,-6.777722931405124,6.0640538920019065,8.843290100202239e-8,9.308769303464452
89.0,0.7651293483053022,-0.31515704881908163,-0.6304876544207841,-0.18051535493456355,-0.18051535486418402,4.810549119877392,4.991064474741576,4.991064631348572,-1.5660699581587778e-7,-0.18051551147117983,1.5660699581587778e-7,0.5582746474783793,-0.7387900023425633,-7.212740706283252,6.4739505473336925,1.5660699581587778e-7,9.621098239754785
90.0,0.7549325029562806,-0.32866270951595666,-0.6196980799253295,-0.19342828648500565,-0.19342828648500454,4.972673124060199,5.166101410545203,5.166101686962726,-2.764175226488419e-7,-0.1934285629025272,2.764175226488419e-7,0.5707602239208853,-0.7641885104058899,-7.6736253793430755,6.909436592519663,2.764175226488419e-7,9.945346248120398
91.0,0.744759799957762,-0.342273063402288,-0.609143521299897,-0.20665678474442306,-0.20665678474196714,5.140974352775209,5.347631137517176,5.3476316306575775,-4.93140401403025e-7,-0.20665727788236854,4.93140401403025e-7,0.5831880154422056,-0.7898448001841727,-8.161860276342,7.372014983017426,4.93140401403025e-7,10.281948705550418
92.0,0.7345972642541548,-0.3559644525145893,-0.598829867254751,-0.22019705551518542,-0.22019705551136237,5.315678540288999,5.535875595800362,5.535876478866368,-8.830660060965556e-7,-0.22019793857736847,8.830660060965556e-7,0.5955423011017835,-0.8157393566131459,-8.679019727078046,7.863279487398894,8.830660060965556e-7,10.631357080577999
93.0,0.7244299677012154,-0.36971496978699014,-0.5887599398519638,-0.23404494193773862,-0.2340449419377384,5.497019772186813,5.731064714124551,5.731066299336322,-1.5852117707382263e-6,-0.23404652714950913,1.5852117707382263e-6,0.6078079569289301,-0.8418528988666685,-9.226777618439556,8.384923134361117,1.5852117707382263e-6,10.994039544373626
94.0,0.7142425258008174,-0.3835043815502947,-0.5789340037526267,-0.24819585950210404,-0.24819585950275602,5.685240797479225,5.933436656981981,5.933439517135315,-2.8601533337280216e-6,-0.24819871965608975,2.8601533337280216e-6,0.6199705098378647,-0.8681663693406207,-9.806915572235773,8.938746342741819,2.8601533337280216e-6,11.37048159495845
95.0,0.7040194924655983,-0.3973138550938384,-0.5693504002502521,-0.2626447628784922,-0.26264476288136684,5.880593354233458,6.143238117114825,6.143243297364535,-5.180249710079465e-6,-0.2626499431310769,5.180249710079465e-6,0.6320161562520212,-0.8946609191333881,-10.42132941316154,9.526663313778442,5.180249710079465e-6,11.761186708466916
96.0,0.6937455461199501,-0.4111262389232967,-0.5600055202301182,-0.2773862130334648,-0.2773862130422726,6.083338514795093,6.360724727837366,6.360734146271064,-9.41843369783868e-6,-0.27739563147597046,9.41843369783868e-6,0.6439317495699015,-0.9213179626121741,-11.072033014420184,10.150705633374312,9.41843369783868e-6,12.166677029590186
97.0,0.6834058976160895,-0.4249259056518075,-0.5508942406297456,-0.29241424866546356,-0.29241424868828414,6.293747028090651,6.5861612767789355,6.5861784669740775,-1.719019514201392e-5,-0.29243143888342615,1.719019514201392e-5,0.6557048723274193,-0.9481191210157034,-11.76117346496367,10.813037153752825,1.719019514201392e-5,12.587494056181303
98.0,0.6729866222176328,-0.43869790283326743,-0.5420109587449291,-0.3077222393605637,-0.3077222394141499,6.5120996725977305,6.81982191201188,6.819853408702842,-3.149669096202956e-5,-0.3077537361051119,3.149669096202956e-5,0.6673238198635545,-0.9750460592777044,-12.491038820293483,11.515961264324817,3.149669096202956e-5,13.024199345195461
99.0,0.6624744703291267,-0.452428936491666,-0.5333487248532776,-0.3233031910158169,-0.32330319113381467,6.738687658291454,7.061990849425269,7.062048784194338,-5.793476906923445e-5,-0.3233611259028839,5.793476906923445e-5,0.6787774876208275,-1.0020806787546421,-13.264051213077167,12.261912599553455,5.793476906923445e-5,13.477375316582908
100.0,0.6518573130784124,-0.4661066342993867,-0.5249001285031324,-0.33914944972410666,-0.3391494499725365,6.9738129951516274,7.312962445124164,7.313069427578153,-0.00010698245398899076,-0.3392564324265255,0.00010698245398899076,0.6900555306972933,-1.0292049806698298,-14.082800500616836,13.053488537493017,0.00010698245398899076,13.947625990303255
