t,regime,phi_US,phi_W,q_US,d_US,q_W,d_W,Q_US,Q_W,e_US,e_W,Y_US,Y_W,N_US,N_W,omega,omega_star,theta_US_star,theta,R_f,R_f_W,I_US,I_W,Psi
67,b,0.6637627975782388,0.7260516063625276,0.005768832454951877,0.0007658272738117996,0.019876111052048895,0.002886216471516018,1.4275904018251444,1.1539603175387194,2.6248788192844255,2.525657160927464,2.712500935442466,2.6245790934108904,231.87320853351534,55.041921733403036,0.602626695706,0.17325291215950553,0.7648824721764365,-0.7396310937585788,1.0732128827807912,1.08728722814972,0.08995271100317667,0.059940968647417145,0.9885452709067094
68,b,0.6637623888158933,0.7260515689403392,0.0054341680072858825,0.0007213992675485961,0.01894445734235197,0.0027509305952275955,1.4352049052117803,1.1601322617324703,2.638876316769788,2.5391653536638703,2.726965566478298,2.6386163518565993,247.46608832428868,58.057650941720084,0.6026251817849273,0.17325181958898964,0.7648741948723519,-0.739634685193138,1.073212719370814,1.0872872169037078,0.09043260515174838,0.06026157006989338,0.988545103486737
69,b,0.663761980195563,0.7260515315283927,0.005118917922100521,0.0006795486192863996,0.018056472956684153,0.0026219859688403073,1.4428600314101352,1.166337217298952,2.6529484743164007,2.5527457952608597,2.7415073485689456,2.6527286888462416,264.10756960173546,61.23861141901882,0.6026236683910973,0.173250727409847,0.7648659206310016,-0.739638275406609,1.073212556016926,1.087287205660759,0.09091506001340084,0.06058388630654939,0.9885449361237527
70,b,0.6637615717172001,0.726051494126686,0.0048219559656241685,0.0006401258140987654,0.017210110992040496,0.002499085359971421,1.4505559971820423,1.17257536080743,2.6670956902301133,2.566398872152224,2.7561266933064825,2.6669165059484103,281.86817084538546,64.59385618093243,0.6026221555243297,0.17324963562193435,0.7648576494511914,-0.7396418643993821,1.0732123927191086,1.0872871944208737,0.09140008925456347,0.060907926529681924,0.9885447688177381
71,b,0.663761163380755,0.7260514567352172,0.004542221236057412,0.0006029900103956477,0.016403420489211243,0.0023819454683264266,1.4582930204461875,1.1788468697716121,2.6813183649421264,2.5801249728387035,2.7708240144792073,2.681180206879596,300.8231529949855,68.13293425880487,0.6026206431844424,0.1732485442251101,0.7648493813317465,-0.7396454521718643,1.0732122294773432,1.0872871831840512,0.09188770661461637,0.061233699960649896,0.9885446015686744
72,b,0.6637607551861797,0.7260514193539862,0.004278714373786395,0.000568008536794084,0.015634541935652727,0.0022702962726660163,1.4660713202842641,1.185151922654698,2.6956169010203195,2.5939244878990366,2.785599728083362,2.695520197515676,321.0528383932189,71.86591787651582,0.6026191313712557,0.17324745321923146,0.7648411162714748,-0.7396490387244476,1.0732120662916116,1.0872871719502912,0.09237792590627751,0.06156121587013643,0.988544434376543
73,b,0.6637603471334255,0.7260513819829904,0.0040304939914306,0.0005350564181742321,0.014901702979149686,0.002163880408382335,1.4738911169472022,1.1914906988744671,2.7099917031806733,2.6077978100010797,2.800454252334922,2.709936885903462,342.64295117855283,75.80343111633472,0.6026176200845901,0.17324636260415557,0.7648328542691875,-0.7396526240575242,1.0732119031618943,1.0872871607195933,0.09287076101599635,0.06189048357841406,0.9885442672413257
74,b,0.6637599392224447,0.7260513446222276,0.003796673310973105,0.0005040159292277972,0.014203214342388361,0.002062452574249756,1.4817526318613867,1.1978633788083777,2.7244431782987175,2.6217453339129784,2.8153880076814355,2.7244306822723146,365.6849805708439,79.95668015538821,0.602616109324259,0.1732452723797418,0.764824595323719,-0.7396562081715095,1.0732117400881729,1.087287149491957,0.09336622590434543,0.062221512455608974,0.988544100163003
75,b,0.663759531453188,0.7260513072716989,0.003576416995961548,0.0004747761739041311,0.013537465929023518,0.0019657789669827214,1.4896560876349576,1.2042701437986951,2.738971735421065,2.6357674565144062,2.8304014168139364,2.7390019990458185,390.2765685893598,84.33748515879606,0.6026145990900885,0.17324418254584642,0.7648163394338668,-0.7396597910667826,1.0732115770704291,1.0872871382673819,0.09386433460641844,0.0625543119219669,0.988543933141557
76,b,0.6637591238256074,0.7260512699313999,0.003368938167464274,0.0004472326892517468,0.012902923112263789,0.001873636742297267,1.4976017080640964,1.2107111761576705,2.7535777857769963,2.649864576807852,2.8454949046789184,2.7536512508535136,416.52192384642547,88.95831392024499,0.6026130893818913,0.17324309310232888,0.7648080865984683,-0.7396633727437599,1.0732114141086442,1.0872871270458675,0.09436510123222595,0.06288889144812389,0.9885437661769685
77,b,0.6637587163396542,0.7260512326013308,0.003173495593122924,0.0004212870722401644,0.012298123197419632,0.0017858135012339086,1.5055897181393803,1.2171866591727074,2.768261742790108,2.66403709592998,2.860668898490371,2.7683788545427017,444.5322631704186,93.83231734574399,0.6026115801994913,0.1732420040490456,0.7647998368163234,-0.7396669532028215,1.073211251202799,1.0872871158274133,0.09486853996709681,0.06322526055537266,0.9885435992692193
78,b,0.6637583089952799,0.7260511952814894,0.002989391039260689,0.0003968466282290635,0.011721672050260704,0.0017021068005578822,1.513620344052152,1.2236967771115925,2.7830240220900246,2.678285417163044,2.8759238277418806,2.7831852291903036,474.42628292979066,98.97336688154947,0.6026100715427055,0.17324091538585584,0.7647915900862639,-0.7396705324443781,1.0732110883528754,1.0872871046120192,0.09537466507207941,0.06356342881593574,0.9885434324182906
79,b,0.6637579017924368,0.7260511579718741,0.0028159667765880183,0.00037382403982905496,0.01117224088341017,0.0016223236861081338,1.5216938132009281,1.230241715227737,2.797865041524174,2.692609945946363,2.891260124218798,2.798070796114789,506.33066205567,104.39609399278288,0.6026085634113518,0.1732398271126175,0.7647833464071085,-0.7396741104688254,1.0732109255588544,1.0872870933996843,0.09588349088434595,0.06390340585323726,0.9885432656241635
80,b,0.6637574947310755,0.7260511206724845,0.002652603230596175,0.0003521370549712149,0.010648563193368566,0.0015462802480194038,1.5298103541978518,1.2368216597654398,2.8127852211696163,2.707011089887861,2.906678222010467,2.813035978888162,540.3805988949546,110.11593180509932,0.6026070558052518,0.17323873922918892,0.7647751057776777,-0.7396776872765627,1.073210762820718,1.0872870821904086,0.09639503181759983,0.06424520134217605,0.9885430988868197
81,b,0.6637570878111484,0.7260510833833178,0.002498716768245748,0.00033170819307113645,0.010149431841107106,0.0014738011967921913,1.5379701968751593,1.2434367979652046,2.827784983344954,2.7214892587756645,2.9221785575225243,2.82808120334802,576.7203841691868,116.14915902792174,0.6026055487242239,0.1732376517354275,0.7647668681967846,-0.7396812628679801,1.0732106001384467,1.087287070984191,0.09690930236248278,0.06458882500940276,0.9885429322062405
82,b,0.6637566810326069,0.7260510461043724,0.002353757613044218,0.00031246446823789223,0.009673696269500503,0.001404719459233361,1.5461735722917007,1.250087318069053,2.842864752622289,2.736044864589764,2.937761569489258,2.843206897609665,615.5040124675309,122.51294628424931,0.6026040421680895,0.1732365646311914,0.764758633663249,-0.7396848372434731,1.0732104375120226,1.087287059781032,0.09742631708698679,0.06493428663359511,0.9885427655824075
83,b,0.6637562743954024,0.7260510088356483,0.0022172078810650995,0.00029433712853917896,0.009220259851185754,0.0013388757933360483,1.5544207127394845,1.2567734093258849,2.858024955839246,2.750678321513741,2.9534276989860366,2.8584134920782986,656.8958348654969,129.22540497889756,0.6026025361366655,0.1732354779163401,0.7647504021759041,-0.7396884104034511,1.0732102749414263,1.0872870485809303,0.09794609063686652,0.06528159604573616,0.9885425990153017
84,b,0.6637558678994876,0.7260509715771424,0.002088579730893285,0.0002772614103912701,0.008788077360733407,0.001276118421211116,1.5627118517502565,1.2634952619968733,2.873266022111073,2.7653900459465506,2.969177389441805,2.873701419461255,701.0712554353604,136.30563884425231,0.6026010306297721,0.17323439159073103,0.7647421737335636,-0.7396919823483024,1.0732101124266402,1.087287037383886,0.09846863773605408,0.06563076312939577,0.9885424325049047
85,b,0.6637554615448129,0.7260509343288536,0.0019674136208881155,0.00026117630719642857,0.008376152565304289,0.0012163026792240408,1.5710472241021298,1.2702530673608705,2.8885883828427863,2.7801804565143775,2.985011086651642,2.889071114780329,748.2174746002563,143.77379831024027,0.602599525647228,0.17323330565422373,0.7647339483350597,-0.739695553078435,1.073209949967645,1.0872870261898981,0.09899397318707787,0.06598179782101003,0.9885422660511978
86,b,0.6637550553313308,0.7260508970907811,0.0018532766675389788,0.0002460243514013199,0.007983535928238228,0.0011592906845307696,1.579427065826222,1.2770470177198479,2.903992471741403,2.7950499740825387,3.000929238789391,2.904523015384146,798.5342824824701,151.6511378532567,0.6025980211888555,0.17323222010667524,0.7647257259792016,-0.7396991225942302,1.0732097875644226,1.087287014998967,0.09952211187148031,0.0663347101101646,0.9885420996541627
87,b,0.6637546492589924,0.7260508598629228,0.0017457610990494418,0.00023175140919791108,0.007609322420281378,0.0011049510172439026,1.5878516142133554,1.2838773064043807,2.9194787248282137,2.809999021767475,3.016932296420354,2.920057560960615,852.2349056083408,159.9600764872691,0.6025965172544718,0.17323113494794523,0.7647175066648242,-0.7397026908960979,1.0732096252169538,1.0872870038110916,0.10005306875024116,0.06668951003987976,0.9885419333137804
88,b,0.6637542433277505,0.7260508226452771,0.001644482798625952,0.00021830648713349406,0.00725264943340669,0.001053158417496546,1.596321107820771,1.2907441277791425,2.9350475804511444,2.8250280249487743,3.033020712514058,2.935675193549433,909.546910558342,168.7242615692588,0.6025950138438988,0.17323005017789112,0.7647092903907411,-0.739706257984423,1.0732094629252202,1.0872869926262716,0.10058685886420021,0.06704620770689551,0.9885417670300328
89,b,0.6637538375375559,0.726050785437842,0.0015490799322676648,0.00020564154993901596,0.006912694792418896,0.0010037934967055638,1.6048357864788998,1.2976476772484364,2.950699479297166,2.8401374112812956,3.0491949424570786,2.9513763575546736,970.7131683922614,177.96863610059512,0.6025935109569548,0.17322896579637256,0.764701077155785,-0.7397098238596116,1.0732093006892036,1.0872869814445065,0.10112349733448531,0.06740481326195907,0.9885416008029009
90,b,0.6637534318883606,0.7260507482406175,0.001459211656155694,0.00019371134892496805,0.006588674859760574,0.0009567424623686621,1.6133958912981532,1.3045881512617548,2.9664348644047873,2.8553276107073273,3.0654554440659494,2.9671614997574296,1035.992883936993,187.71950971588643,0.6025920085934613,0.17322788180324755,0.7646928669587746,-0.7397133885220535,1.0732091385088856,1.0872869702657966,0.10166299936293988,0.06776533691011317,0.9885414346323664
91,b,0.6637530263801168,0.7260507110536002,0.00137455689902448,0.00018247326033183346,0.006279842729150772,0.0009118968557609398,1.6220016646757498,1.3115657473193791,2.9822541811765926,2.870599055468821,3.081802677600124,2.983031069328523,1105.6626942993719,198.00463356134748,0.6025905067532352,0.17322679819837558,0.7646846597985448,-0.7397169519721538,1.0732089763842467,1.08728695909014,0.10220538023255357,0.06812778891098835,0.9885412685184105
92,b,0.6637526210127758,0.7260506738767902,0.0012948132151657848,0.00017188713305765378,0.005985486503892247,0.00086915330192628,1.6306533503025984,1.3185806639779847,2.9981578773918702,2.8859521801197023,3.098237105775017,2.9989855178412967,1180.017841259886,208.8532792757922,0.6025890054361005,0.1732257149816147,0.7646764556739106,-0.739720514210299,1.073208814315269,1.0872869479175375,0.10275065530789694,0.06849217957909226,0.988541102461015
93,b,0.6637522157862896,0.7260506367101853,0.0012196957039680733,0.0001619151452187654,0.0057049276558789564,0.0008284132713872923,1.6393511931701892,1.325633100856308,3.0141464032192906,2.9013874215382276,3.114759193775107,3.0150252992844573,1259.3734225162457,220.29632229903734,0.6025875046418739,0.1732246321528244,0.7646682545837085,-0.7397240752368942,1.0732086523019335,1.087286936747988,0.1032988400355553,0.06885851928410562,0.9885409364601611
94,b,0.6637518107006097,0.726050599553784,0.0011489359921317862,0.00015252166903131494,0.0054375194615209135,0.0007895828530245257,1.6480954395775476,1.3327232586408164,3.0302202112296626,2.9169052189394233,3.1313694092671223,3.031150870074999,1344.0657270799904,232.36632974481918,0.6025860043703789,0.17322354971186307,0.7646600565267563,-0.7397276350523269,1.0732084903442225,1.0872869255814916,0.10384994994456795,0.06922681845117602,0.9885407705158303
95,b,0.6637514057556894,0.7260505624075843,0.0010822812749248026,0.00014367314353087952,0.005182645510981307,0.0007525725376014241,1.6568863371381974,1.3398513390914268,3.0463797564087485,2.9325060138875774,3.1480682224132805,3.0473626890711896,1434.4536604859936,245.09765308831538,0.6025845046214333,0.1732224676585892,0.7646518615018819,-0.7397311936569927,1.0732083284421168,1.0872869144180475,0.1044040006468666,0.06959708756121528,0.9885406046280042
96,b,0.6637510009514785,0.7260505252715855,0.001019493413053366,0.00013533795467552217,0.00493971828728942,0.000717297011436028,1.665724134787207,1.3470175450472373,3.0626254961701544,2.9481902503088167,3.1648561058846094,3.063661217585632,1530.9202658553977,258.5265259320684,0.602583005394856,0.17322138599286377,0.7646436695079293,-0.7397347510513044,1.073208166595598,1.087286903257655,0.10496100783772101,0.06996933715119667,0.9885404387966638
97,b,0.6637505962879306,0.7260504881457853,0.000960348081922297,0.00012748632240397903,0.0047081778120542485,0.0006836749597438285,1.6746090827882065,1.3542220804323137,3.0789578903682964,2.9639583745037297,3.181733534874341,3.0800469193983884,1633.8743472587926,272.6911671285588,0.6025815066904702,0.1732203047145438,0.7646354805437079,-0.739738307235638,1.073208004804647,1.087286892100314,0.1055209872961801,0.07034357781445642,0.988540273021791
98,b,0.6637501917649966,0.7260504510301828,0.0009046339702455917,0.00012009019424552835,0.004487490354656904,0.0006516288791984481,1.6835414327405125,1.3614651502614785,3.0953774013114126,2.9798108351600714,3.198700987111365,3.096520260770181,1743.7522022600356,287.6318895529237,0.6025800085080963,0.17321922382348892,0.7646272946080513,-0.7397418622103942,1.0732078430692467,1.0872868809460245,0.10608395488552251,0.07071982020099353,0.9885401073033674
99,b,0.6637497873826285,0.7260504139247764,0.00085215202514464,0.00011312314510148621,0.00427714720194657,0.0006210848992781014,1.6925214375862379,1.3687469606461575,3.11188449377467,2.995748083365532,3.215758942873768,3.11308171045566,1861.0194709838959,303.39121483539566,0.602578510847554,0.17321814331955862,0.7646191116997914,-0.7397454159759708,1.0732076813893772,1.0872868697947853,0.10664992655370432,0.07109807501777414,0.9885399416413742
100,b,0.6637493831407791,0.7260503768295639,0.0008027147410374641,0.00010656028284032543,0.004076663485603931,0.0005919726119860115,1.7015493516174607,1.3760677188002386,3.128479635013329,3.0117705726205735,3.232907885002436,3.1297317397167426,1986.1731095445766,320.01399437999885,0.6025770137086616,0.17321706320261226,0.7646109318177626,-0.7397489685327665,1.0732075197650204,1.0872868586465958,0.10721891833381121,0.07147835302903587,0.9885397760357928
