T_report,n_buffer,terminal_rule,solved_t,is_reported_period,periods_to_extended_end,e_W_over_e_US,Y_W_over_Y_US,Q_W_over_Q_US,Q_US_over_beta_e_US,abs_US_funding_gap,omega_times_one_minus_theta,omega_star_S_star_over_beta_e_US,omega_US,theta_US,omega_star,S_star_over_beta_e_US,phi_US,hkt_scalar_phi_US_same_state,abs_log_phi_US_vs_HKT_scalar,phi_W,q_US,q_W,residual_norm
46,0,local_loglinear,41,true,5,0.03080362157572385,0.02494102025958759,0.1754552491983553,0.8770702784074369,0.1229297215925631,0.8666996117951351,0.010370671709949375,0.863263778994205,-0.0039800497652447905,0.384428939485079,0.026976823659114503,0.3178309039632299,0.29651342131088143,0.0694270095911802,0.2549494356847045,4.462597482405166,0.5806149506289902,7.391659958891536e-9
46,0,local_loglinear,42,true,4,0.0274766816405029,0.021809772767372095,0.16183696881155887,0.8844729486584755,0.11552705134152452,0.8748351922199677,0.009637762222561344,0.8719390682716112,-0.003321475150892515,0.3967478741498803,0.02429190639826961,0.3067539934178666,0.28743319104005705,0.065055647741316,0.245873908973684,4.804312190693064,0.5704579864996783,8.186205489777018e-9
46,0,local_loglinear,43,true,3,0.02447903142798087,0.019024250205802774,0.14897435895428535,0.8917525413968841,0.10824745860311591,0.882825312161162,0.00892723575637861,0.8803869832108611,-0.0027696104063331044,0.4089208468916191,0.02183120724765763,0.29594374067898666,0.278491289548339,0.06078258841502859,0.23704430426401213,5.1762571821355605,0.5599904225121708,9.01713210644083e-9
46,0,local_loglinear,44,true,2,0.021783479499914743,0.01655390847123036,0.13687034828908143,0.8988640105631309,0.10113598943686908,0.8906212545841461,0.008242763284503329,0.888570479465917,-0.0023079487397124087,0.4208947472792045,0.019583906280102408,0.2854097991247875,0.26969546998955063,0.056632605632857214,0.22845520038804323,5.580961668015867,0.5492431649534073,9.88152852443359e-9
46,0,local_loglinear,45,true,1,0.01936424433720795,0.014369677989059823,0.12552088485561713,0.9057677934472742,0.0942322065527258,0.8981804042931898,0.0075873972901403,0.8964571107952922,-0.0019223379201809402,0.43262007589725743,0.017538245941092722,0.27515910257457954,0.2610528274629371,0.05262669427060196,0.22009936354478818,6.021171551458113,0.5382527919232895,1.0776272176866059e-8
46,0,local_loglinear,46,true,0,0.01719701656425449,0.012444089038242645,0.11491566664709618,0.9124300496634269,0.08756995033657311,0.905466030729095,0.00696402794335857,0.9040186262222697,-0.0016010781911362567,0.44409207451570537,0.015681495669457812,0.2651961200875936,0.2525697729692019,0.048782088932807,0.21196787620324392,6.499871924166899,0.5270611140633295,4.909504583691672e-7
47,0,local_loglinear,40,true,7,0.03447055448236902,0.028450659352349004,0.18944790018152619,0.8698506602132189,0.13014933978678112,0.858720336094469,0.011130328042851408,0.8546505059782592,-0.004761981754812465,0.3725000904985173,0.02988006802348874,0.3291043997927083,0.305717455245321,0.07371369849474552,0.2645239585043518,4.150172133082351,0.589694957346008,5.842519183351044e-9
47,0,local_loglinear,41,true,6,0.03078407332243144,0.024942371158844078,0.17505221400909118,0.8773543900259553,0.12264560997404472,0.8669751397829545,0.01037925471707053,0.8635405486752837,-0.003977336226931818,0.38498873944846507,0.02695989168914356,0.3177696033198112,0.2965067184081812,0.06925672509745695,0.25524047962477897,4.464253417315005,0.5797422361281082,6.49224370200528e-9
47,0,local_loglinear,42,true,5,0.027455308404948104,0.021811712455521985,0.1614011829112475,0.8847863310991366,0.11521366890086338,0.8751401678907361,0.00964616827695308,0.8722455269720454,-0.003318607925384661,0.3973984023596413,0.024273294053717413,0.30668902747058774,0.2874259331782739,0.0648690910627494,0.2462120201747532,4.806272272738135,0.5694356171213878,7.1757300171877535e-9
47,0,local_loglinear,43,true,4,0.02445575550276269,0.01902681555149711,0.14850563968333386,0.8920961108952734,0.10790388910472659,0.8831607967002535,0.008935319901466612,0.880724171185514,-0.002766615921826797,0.4096739139388376,0.021810810006322772,0.2958753178803085,0.27848347747781654,0.06057941142990675,0.23743559916114412,5.178565583865856,0.5587984468449896,7.89066595074598e-9
47,0,local_loglinear,44,true,3,0.021758232297082562,0.016557127838715994,0.13636875978366866,0.8992384390590995,0.1007615609409005,0.8909880652835132,0.008250380161635047,0.8889391912605774,-0.0023048528437927592,0.42176344350465206,0.01956162936521559,0.2853381673042483,0.26968710969682297,0.05641259478265015,0.22890635312739357,5.58366688141166,0.5478599689096678,8.634509803946772e-9
47,0,local_loglinear,45,true,2,0.019336967882047924,0.014373570659503338,0.12498673353200764,0.9061734932373191,0.0938265067626809,0.8985790958816269,0.007594404460786907,0.896857877316301,-0.0019191653536861136,0.43361891674564795,0.017514006348670508,0.2750845436660487,0.26104393008417326,0.052389774273945866,0.2206176254351436,6.024326542595688,0.5366550839683214,9.404534023299523e-9
47,0,local_loglinear,46,true,1,0.017167664728716503,0.012448664940847473,0.11434949132793135,0.9128671653674909,0.08713283463250909,0.9058973525843332,0.006969820643958104,0.9044525232584255,-0.0015974628725701758,0.44519627490773567,0.015655613123453378,0.2651189441366006,0.25256035459005044,0.04852832285140907,0.2125610917491009,6.503534285567682,0.5252239141183283,1.0197860300411755e-8
47,0,local_loglinear,47,true,0,0.015227533878348264,0.010756622102837218,0.10444145987735844,0.9192911656412743,0.08070883435872567,0.9129123180961585,0.006378856194998937,0.9116999958371297,-0.0013297381425515825,0.4564948842768111,0.01397355461081334,0.255443664311547,0.2442421002338661,0.04484194595311086,0.20472691485982697,7.0245440999887405,0.5136111993324092,4.93497916502957e-7
48,0,local_loglinear,41,true,7,0.03076754820570509,0.024943514245453824,0.17471158858964375,0.8775946559503507,0.12240534404964931,0.8672081331413558,0.010386526679912427,0.8637745938483338,-0.003975040846854173,0.38546309936212214,0.02694557973798378,0.31771778320325744,0.2965010488554979,0.06911275865137467,0.25548727005628596,4.465653980480652,0.5790037862039256,5.605342320031221e-9
48,0,local_loglinear,42,true,6,0.0274372442602048,0.02181335347327414,0.16103295010438554,0.8850513147440977,0.1149486852559023,0.875398025801027,0.009653293335827217,0.8725046407719291,-0.003316182967849747,0.3979498081427546,0.024257564995142145,0.3066341179979572,0.28741979462640266,0.06471139267479797,0.2464988234637485,4.807929890865944,0.5685705824799553,6.207871993468169e-9
