t,state,n,n_next,phi,G,e,D_agg,d_per,PD,Q_actual,V_rational,B_rational,bubble_share,Q_b_branch,crash_gap_Q,market_actual,V_agg,B_agg,crash_gap_market
53,b,107.2376523924455,113.8155362671877,0.6933034373659253,1.061339312526815,2.691598692421561,0.1758245080946581,0.001639578116193863,7.211849430599321,0.01182439050369581,0.01182439050369581,0,0,0.01182439050369581,0,1.345799346210781,1.345799346210781,0,0
54,b,113.8155362671877,120.7969030166878,0.6933034373659253,1.061339312526815,2.707670003671717,0.1768743415646143,0.001554043914965993,7.211849430599321,0.01120753072327384,0.01120753072327384,0,0,0.01120753072327384,0,1.353835001835858,1.353835001835858,0,0
55,b,120.7969030166878,128.2065020030997,0.6933034373659253,1.061339312526815,2.723837275380623,0.1779304435026391,0.001472971897947239,7.211849430599321,0.0106228515434996,0.0106228515434996,0,0,0.0106228515434996,0,1.361918637690312,1.361918637690312,0,0
56,b,128.2065020030997,136.0706006974376,0.6933034373659253,1.061339312526815,2.740101080520175,0.1789928513372321,0.001396129280033742,7.211849430599321,0.01006867415325438,0.01006867415325438,0,0,0.01006867415325438,0,1.370050540260088,1.370050540260088,0,0
57,b,136.0706006974376,144.4170777993291,0.6933034373659253,1.061339312526815,2.756461995483434,0.180061602720376,0.001323295420152921,7.211849430599321,0.00954340732234453,0.00954340732234453,0,0,0.00954340732234453,0,1.378230997741718,1.378230997741718,0,0
58,b,144.4170777993291,153.2755220686715,0.6933034373659253,1.061339312526815,2.772920600105055,0.1811367355288696,0.001254261187728526,7.211849430599321,0.0090455428325428,0.0090455428325428,0,0,0.0090455428325428,0,1.386460300052528,1.386460300052528,0,0
59,b,153.2755220686715,162.6773372195525,0.6933034373659253,1.061339312526815,2.789477477681839,0.1822182878656715,0.001188828362196234,7.211849430599321,0.008573651146985231,0.008573651146985231,0,0,0.008573651146985231,0,1.39473873884092,1.39473873884092,0,0
60,b,162.6773372195525,172.6558532482927,0.6933034373659253,1.061339312526815,2.806133214993403,0.1833062980612497,0.001126809063845544,7.211849430599321,0.008126377305488637,0.008126377305488637,0,0,0.008126377305488637,0,1.403066607496702,1.403066607496702,0,0
61,b,172.6558532482927,183.2464445902736,0.6933034373659253,1.061339312526815,2.822888402322978,0.1844008046749402,0.001068025214353766,7.211849430599321,0.007702437034002925,0.007702437034002925,0,0,0.007702437034002925,0,1.411444201161488,1.411444201161488,0,0
62,b,183.2464445902736,194.4866555244241,0.6933034373659253,1.061339312526815,2.839743633478321,0.1855018464963137,0.001012308025463102,7.211849430599321,0.007300613057027196,0.007300613057027196,0,0,0.007300613057027196,0,1.419871816739161,1.419871816739161,0,0
